title,release_year,genres,production_countries,region_tags,budget,revenue,vote_average,vote_count,original_language
VeggieTales: The Ballad of Little Joe,2003,"['Family', 'Animation']",['United States of America'],['North America'],0,0,3.8,3,en
Soula Ela Xana,2009,['Comedy'],['Greece'],['Other'],0,0,4.8,5,en
Line of Sight,2012,['Documentary'],"['United States of America', 'China', 'Italy', 'Denmark', 'United Kingdom', 'Japan', 'Guatemala']","['East Asia', 'Northern Europe', 'Western Europe', 'North America', 'Other']",100000,0,4.3,2,en
Amy Schumer: Mostly Sex Stuff,2012,['Comedy'],['United States of America'],['North America'],0,0,6.5,20,en
The Accountant,2016,"['Crime', 'Thriller', 'Drama']",['United States of America'],['North America'],44000000,155160045,6.9,2121,en
Biggie and Tupac,2002,['Documentary'],['United Kingdom'],['Western Europe'],0,0,6.3,27,en
Bluebird,2004,['Drama'],['Netherlands'],['Western Europe'],0,0,5.0,1,nl
Finding Mr. Right 2,2016,['Romance'],['China'],['East Asia'],0,0,5.0,9,zh
Iyer the Great,1990,['Mystery'],['India'],['South Asia'],0,0,0.0,0,ml
Trail of the Screaming Forehead,2008,"['Comedy', 'Science Fiction']",['United States of America'],['North America'],0,0,5.9,6,en
Frozen,2010,['Thriller'],['United States of America'],['North America'],0,3065860,5.9,586,en
The Secret Life of Walter Mitty,2013,"['Adventure', 'Comedy', 'Drama', 'Fantasy']",['United States of America'],['North America'],90000000,188133322,7.0,3213,en
Journey to Planet X,2012,['Documentary'],['United States of America'],['North America'],0,0,9.0,1,en
Serena,2014,['Drama'],"['Czech Republic', 'France', 'United States of America']","['North America', 'Eastern Europe', 'Western Europe']",0,176391,5.3,299,en
Looking for Maria Sanchez,2013,"['Romance', 'Comedy']",['Puerto Rico'],['Other'],0,0,10.0,1,es
Hell Ride,2008,"['Action', 'Thriller']",['United States of America'],['North America'],0,194287,5.5,55,en
The Cost of Living,2003,['Comedy'],['France'],['Western Europe'],0,0,6.3,8,fr
April Story,1998,['Romance'],['Japan'],['East Asia'],0,0,7.1,14,ja
Two Evil Eyes,1990,"['Horror', 'Thriller']","['Italy', 'United States of America']","['North America', 'Western Europe']",9000000,0,6.1,36,en
Buster's Mal Heart,2017,"['Mystery', 'Drama']",['United States of America'],['North America'],0,73121,6.1,41,en
Travelling with Pets,2007,"['Romance', 'Drama']",['Russia'],['Eastern Europe'],0,0,6.0,5,ru
"Louise Bourgeois: The Spider, The Mistress And The Tangerine",2008,['Documentary'],['United States of America'],['North America'],0,0,0.0,0,en
Classroom 6,2014,['Horror'],"['Brazil', 'United States of America', 'Germany']","['North America', 'Latin America', 'Western Europe']",0,0,4.8,9,en
Adopted,2009,"['Comedy', 'Documentary']",['United States of America'],['North America'],0,0,4.6,4,en
Black,2005,['Drama'],['India'],['South Asia'],0,733094,7.7,40,hi
Madame Bovary,2015,['Drama'],"['Belgium', 'Germany', 'United States of America']","['North America', 'Western Europe']",0,0,5.3,85,en
Superman vs. The Elite,2012,"['Animation', 'Action']",['United States of America'],['North America'],3500000,0,6.6,103,en
A Funny Man,2011,['Drama'],['Denmark'],['Northern Europe'],0,0,6.9,14,da
Soldier,1998,"['Action', 'War', 'Science Fiction']",['United States of America'],['North America'],75000000,14567883,6.1,226,en
TiMER,2009,"['Fantasy', 'Drama', 'Comedy', 'Science Fiction', 'Romance']",['United States of America'],['North America'],0,0,5.9,91,en
L'incruste,2004,['Comedy'],['France'],['Western Europe'],0,0,4.7,3,fr
Words and Pictures,2013,"['Comedy', 'Drama', 'Romance']",['United States of America'],['North America'],0,3346257,6.5,71,en
Night Train to Lisbon,2013,"['Mystery', 'Romance', 'Thriller']","['Germany', 'Portugal', 'Switzerland']","['Other', 'Western Europe']",7700000,0,6.4,130,en
Kawasaki's Rose,2009,"['Drama', 'Foreign']",['Czech Republic'],['Eastern Europe'],0,0,5.0,3,cs
Mambo Italiano,2003,"['Comedy', 'Romance']",['Canada'],['North America'],4361898,3031801,5.6,28,en
The Raid 2,2014,"['Action', 'Crime', 'Thriller']",['Indonesia'],['Southeast Asia'],4500000,2627209,7.6,832,id
78/52,2017,['Documentary'],['United States of America'],['North America'],0,0,0.0,4,en
Guidance,2014,['Comedy'],['Canada'],['North America'],0,0,5.3,8,en
Main Hoon Na,2004,['Drama'],['India'],['South Asia'],0,0,7.1,60,hi
Khamoshi: The Musical,1996,"['Drama', 'Romance', 'Foreign']",['India'],['South Asia'],0,0,7.6,5,en
Super Buddies,2013,['Family'],['United States of America'],['North America'],0,0,6.0,31,en
Angels in the Outfield,1994,"['Fantasy', 'Drama', 'Comedy', 'Family']",['United States of America'],['North America'],0,50236831,5.7,124,en
Marine Boy,2009,"['Action', 'Thriller']",['South Korea'],['East Asia'],0,3923970,6.1,6,ko
Night of the Living Dead,1990,['Horror'],['United States of America'],['North America'],4200000,5835247,6.7,198,en
Skins,2017,"['Drama', 'Comedy']",['Spain'],['Western Europe'],0,0,7.1,67,es
Cannibal! The Musical,1993,"['Comedy', 'History', 'Horror']",['United States of America'],['North America'],125000,0,6.8,43,en
Plush,2013,['Thriller'],['United States of America'],['North America'],0,0,5.4,40,en
Just a Sigh,2013,"['Drama', 'Romance']",['France'],['Western Europe'],0,0,6.6,10,en
Dimensions,2011,"['Drama', 'Science Fiction']",['United Kingdom'],['Western Europe'],0,0,4.8,7,en
Mentor,2006,['Drama'],['United States of America'],['North America'],0,0,10.0,1,en
Afterglow,1997,"['Drama', 'Romance', 'Comedy']",['United States of America'],['North America'],0,2465960,7.2,5,en
Wolves,2014,"['Horror', 'Action']","['Canada', 'France']","['North America', 'Western Europe']",18000000,0,5.7,82,en
Shut Up and Play the Hits,2012,"['Music', 'Documentary']",['United Kingdom'],['Western Europe'],0,0,7.5,19,en
When Sparks Fly,2014,"['TV Movie', 'Comedy', 'Romance']",['United States of America'],['North America'],0,0,5.0,7,en
Surviving Sid,2008,['Animation'],['United States of America'],['North America'],0,0,6.2,23,en
Saving General Yang,2013,"['Action', 'Adventure', 'History']","['Hong Kong', 'China']",['East Asia'],20000000,0,6.1,44,zh
Hong Kong Trilogy: Preschooled Preoccupied Preposterous,2015,['Drama'],['Hong Kong'],['East Asia'],0,0,6.0,1,cn
Sweet Bean,2015,['Drama'],['Japan'],['East Asia'],0,124518,7.0,82,ja
Chinaman,2005,"['Comedy', 'Drama', 'Foreign', 'Romance']","['China', 'Denmark']","['East Asia', 'Northern Europe']",0,0,5.6,10,en
The Mysteries of Pittsburgh,2008,"['Adventure', 'Comedy', 'Drama']",['United States of America'],['North America'],0,0,3.6,10,en
Acolytes,2008,"['Crime', 'Mystery', 'Thriller', 'Horror']",['Australia'],['Oceania'],0,0,5.5,18,en
The Replacement Killers,1998,"['Action', 'Drama', 'Crime', 'Thriller']",['United States of America'],['North America'],30000000,19204929,6.0,128,en
The Fjällbacka Murders: The Queen of Lights,2013,"['Crime', 'Mystery']",['Sweden'],['Northern Europe'],0,0,5.0,6,sv
The Front Line,2011,"['Drama', 'Action', 'War']",['South Korea'],['East Asia'],10000000,0,7.1,42,ko
Second Nature,2003,"['Action', 'Drama', 'Mystery', 'Science Fiction', 'Thriller', 'War']",['United States of America'],['North America'],0,0,5.3,2,en
Creatures from the Abyss,1994,"['Science Fiction', 'Horror']",['Italy'],['Western Europe'],250000,0,5.3,10,it
Solomon,1997,['Fantasy'],['United States of America'],['North America'],0,0,6.3,6,en
The Punisher: Dirty Laundry,2012,"['Action', 'Crime', 'Thriller']",['United States of America'],['North America'],0,0,7.3,144,en
"Good Luck Charlie, It's Christmas!",2011,"['Comedy', 'Family']",['United States of America'],['North America'],0,0,6.0,79,en
Regarding Henry,1991,['Drama'],['United States of America'],['North America'],0,0,6.6,152,en
Ghost Graduation,2012,['Comedy'],['Spain'],['Western Europe'],0,0,5.7,50,en
The Cookie Mobster,2014,['Family'],['United States of America'],['North America'],0,0,0.0,0,en
Bye Bye Love,1995,"['Comedy', 'Romance']",['United States of America'],['North America'],0,0,6.1,20,en
Ánima Buenos Aires,2012,"['Animation', 'Foreign']","['Argentina', 'Spain']","['Latin America', 'Western Europe']",0,0,4.3,2,es
Rango,2011,"['Animation', 'Comedy', 'Family', 'Western', 'Adventure']",['United States of America'],['North America'],135000000,245724603,6.6,2094,en
Family Band: The Cowsills Story,2011,"['Documentary', 'Family']",['United States of America'],['North America'],0,0,9.0,1,en
Wittgenstein,1993,['Drama'],"['Japan', 'United Kingdom']","['East Asia', 'Western Europe']",0,0,6.8,15,en
Fat Head,2009,['Documentary'],['United States of America'],['North America'],0,0,6.6,17,en
The Best of Insomniac with Dave Attell Volume 1,2003,['Comedy'],['United States of America'],['North America'],0,0,9.0,2,en
Palmetto,1998,"['Mystery', 'Thriller', 'Drama', 'Romance', 'Crime']","['Germany', 'United States of America']","['North America', 'Western Europe']",0,0,5.7,29,en
Mothers and Daughters,2016,['Drama'],['United States of America'],['North America'],0,0,5.1,34,en
Gold,2016,"['Thriller', 'Adventure', 'Drama']",['United States of America'],['North America'],20000000,7227038,6.6,403,en
Alone With People,2014,"['Comedy', 'Drama']",['United States of America'],['North America'],0,0,7.0,1,en
Veeram,2014,"['Action', 'Comedy', 'Romance']",['India'],['South Asia'],5900000,19000000,5.8,11,ta
Consuming Kids: The Commercialization of Childhood,2007,['Documentary'],['United States of America'],['North America'],0,0,7.6,5,en
Wonderful and Loved by All,2007,['Comedy'],['Sweden'],['Northern Europe'],0,0,4.0,1,sv
Ass Backwards,2013,"['Adventure', 'Comedy']",['United States of America'],['North America'],3000000,0,4.6,31,en
Road Wars,2015,"['Science Fiction', 'Action']",['United States of America'],['North America'],0,0,3.0,11,en
Texas - Doc Snyder hält die Welt in Atem,1993,"['Comedy', 'Western']",['Germany'],['Western Europe'],0,0,6.3,12,de
Satan,2006,"['Comedy', 'Horror', 'Thriller']",['France'],['Western Europe'],0,0,5.9,83,fr
Hercules and the Lost Kingdom,1994,"['Action', 'Adventure', 'Fantasy', 'TV Movie']","['New Zealand', 'United States of America']","['North America', 'Oceania']",0,0,5.1,18,en
Ex Machina,2015,"['Drama', 'Science Fiction']",['United Kingdom'],['Western Europe'],15000000,36869414,7.6,4862,en
Big Stan,2007,['Comedy'],['United States of America'],['North America'],0,0,5.9,178,en
Die Schöne und das Biest,2012,"['Family', 'Fantasy']","['Austria', 'Germany']","['Other', 'Western Europe']",0,0,5.0,8,de
71: Into the Fire,2010,['War'],['South Korea'],['East Asia'],10400000,20967660,7.0,38,en
Gods and Generals,2003,"['Drama', 'History', 'War']",['United States of America'],['North America'],56000000,12923936,6.1,49,en
Woman Thou Art Loosed,2004,['Drama'],['United States of America'],['North America'],3000000,6804016,5.0,3,en
Goon,2012,['Comedy'],"['Canada', 'United States of America']",['North America'],0,6483963,6.5,338,en
Krampus,2015,"['Horror', 'Comedy', 'Fantasy']",['United States of America'],['North America'],15000000,61548707,5.9,601,en
Don Quixote,2000,"['Adventure', 'Comedy', 'Romance', 'Drama']",['United States of America'],['North America'],0,0,5.3,3,en
Life+1 Day,2016,"['Drama', 'Thriller']",['Iran'],['Middle East'],0,0,9.4,8,fa
Saheb Biwi Aur Gangster Returns,2013,"['Thriller', 'Drama', 'Action', 'Crime']",['India'],['South Asia'],0,0,6.6,6,hi
The Grandfather,1998,"['Drama', 'Foreign']",['Spain'],['Western Europe'],0,0,6.7,11,es
Deadly Outlaw: Rekka,2002,"['Action', 'Drama', 'Foreign', 'Thriller']",['Japan'],['East Asia'],0,0,6.9,8,ja
Betty,1992,['Drama'],['France'],['Western Europe'],0,0,7.0,3,fr
The Skin of Sorrow,2010,['Drama'],"['Belgium', 'France']",['Western Europe'],0,0,7.0,1,fr
Se7en,1995,"['Crime', 'Mystery', 'Thriller']",['United States of America'],['North America'],33000000,327311859,8.1,5915,en
Flight of the Red Balloon,2007,"['Family', 'Drama']","['France', 'Taiwan']","['East Asia', 'Western Europe']",3000000,0,6.1,15,fr
Fog in August,2016,['Drama'],['Germany'],['Western Europe'],8000000,0,7.5,16,de
Highball,1997,"['Comedy', 'Romance']",['United States of America'],['North America'],0,0,4.5,4,en
40 Days and 40 Nights,2002,"['Comedy', 'Romance']","['United States of America', 'France', 'United Kingdom']","['North America', 'Western Europe']",17000000,0,5.2,306,en
My Life as McDull,2001,"['Animation', 'Drama', 'Comedy']",['Hong Kong'],['East Asia'],0,0,5.9,7,zh
The Longest Ride,2015,"['Drama', 'Romance']",['United States of America'],['North America'],34000000,63013281,7.3,1083,en
Static,2012,"['Drama', 'Horror', 'Thriller', 'Mystery']",['United States of America'],['North America'],0,0,5.5,39,en
An Oversimplification of Her Beauty,2012,"['Animation', 'Comedy', 'Drama', 'Romance']",['United States of America'],['North America'],0,0,5.2,5,en
The Lady in the Car with Glasses and a Gun,2015,"['Mystery', 'Thriller']","['Belgium', 'France']",['Western Europe'],0,0,4.6,41,fr
Love on the Side,2004,"['Romance', 'Comedy']","['United States of America', 'Canada']",['North America'],0,0,5.7,6,en
Top Star,2013,"['Foreign', 'Drama']",['South Korea'],['East Asia'],0,0,8.0,2,ko
The Santa Clause 2,2002,"['Fantasy', 'Comedy', 'Family']",['United States of America'],['North America'],65000000,172855065,5.5,303,en
Welcome to Sherwood! The Story of 'The Adventures of Robin Hood',2003,['Documentary'],['United States of America'],['North America'],0,0,6.0,1,nl
Bad Boy Street,2012,"['Drama', 'Romance']",['United States of America'],['North America'],0,0,5.5,10,en
Hana,2006,"['Action', 'Drama', 'History']",['Japan'],['East Asia'],0,0,6.2,13,ja
13 Minutes,2015,"['Drama', 'War']",['Germany'],['Western Europe'],0,147315,7.0,63,de
The Trigger Effect,1996,"['Drama', 'Thriller']",['United States of America'],['North America'],8000000,0,6.6,18,en
Treasure Guards,2011,['Adventure'],['Germany'],['Western Europe'],0,0,3.2,7,de
Momo,2001,"['Animation', 'Family']","['Italy', 'Germany']",['Western Europe'],0,0,7.3,11,en
Love Lesson,2013,"['Romance', 'Drama']",['South Korea'],['East Asia'],0,0,5.0,6,ko
Tsar,2009,"['Drama', 'History']",['Russia'],['Eastern Europe'],15000000,0,6.7,11,en
James Dean,2001,['Drama'],['United States of America'],['North America'],0,0,6.9,31,en
Crayon Shin-chan: Pursuit of the Balls of Darkness,1997,"['Animation', 'Comedy']",['Japan'],['East Asia'],0,0,6.0,5,ja
What Men Do!,2013,['Comedy'],['Russia'],['Eastern Europe'],0,0,4.1,6,ru
CQ,2001,"['Comedy', 'Drama', 'Science Fiction']","['France', 'Italy', 'Luxembourg', 'United States of America']","['North America', 'Other', 'Western Europe']",0,0,6.0,22,en
The St  Francisville Experiment,2000,"['Horror', 'Thriller']",['United States of America'],['North America'],0,0,5.5,5,en
Asura,2012,"['Animation', 'Drama', 'History', 'Horror']",['Japan'],['East Asia'],0,0,6.4,17,ja
Imaginary Heroes,2004,"['Comedy', 'Drama']","['Belgium', 'Germany', 'United States of America']","['North America', 'Western Europe']",10000000,0,6.3,29,en
Headshot,2011,"['Drama', 'Thriller', 'Crime']","['France', 'Thailand']","['Southeast Asia', 'Western Europe']",0,0,6.1,19,th
Pretty Ugly People,2009,['Comedy'],['United States of America'],['North America'],0,0,4.1,12,en
Charlie's Angels,2000,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",['United States of America'],['North America'],92000000,264105545,5.6,1253,en
London Voodoo,2004,"['Horror', 'Thriller']",['United Kingdom'],['Western Europe'],0,0,4.0,1,en
A Perfect Murder,1998,"['Crime', 'Thriller', 'Drama']",['United States of America'],['North America'],60000000,128038368,6.3,320,en
All My Lenins,1997,"['Thriller', 'Comedy']","['Finland', 'Estonia', 'Russia', 'Denmark']","['Eastern Europe', 'Other', 'Northern Europe']",0,0,6.0,1,et
Red White & Blue,2010,"['Drama', 'Thriller']",['United States of America'],['North America'],0,0,5.8,46,en
Open Your Eyes,1997,"['Drama', 'Thriller']",['Spain'],['Western Europe'],2900000,368234,7.4,211,es
No Man's Land: The Rise of Reeker,2008,"['Horror', 'Thriller']",['United States of America'],['North America'],2000000,0,4.4,27,en
The Song of Sparrows,2008,['Drama'],['Iran'],['Middle East'],0,115605,6.9,15,fa
Batman vs Dracula,2005,"['Fantasy', 'Animation', 'Horror', 'Action', 'Thriller', 'Science Fiction']",['United States of America'],['North America'],0,0,6.5,58,en
BloodRayne,2005,"['Action', 'Adventure', 'Fantasy', 'Horror']",['United States of America'],['North America'],25000000,2405420,3.6,120,en
1½ Knights - In Search of the Ravishing Princess Herzelinde,2008,"['Adventure', 'Comedy']",['Germany'],['Western Europe'],67000000,0,4.5,45,de
RED,2010,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",['United States of America'],['North America'],58000000,71664962,6.6,2858,en
Standby,2014,"['Romance', 'Comedy']",['Ireland'],['Other'],0,0,6.6,14,en
Path of Destruction,2005,"['TV Movie', 'Action', 'Science Fiction']",['United States of America'],['North America'],0,0,4.5,5,en
Angels of Revolution,2014,"['Romance', 'Drama', 'History']",['Russia'],['Eastern Europe'],0,0,6.8,5,ru
Miss Potter,2006,"['Drama', 'Family', 'Romance']","['United Kingdom', 'United States of America']","['North America', 'Western Europe']",30000000,35078241,6.3,143,en
Black Christmas,2006,"['Horror', 'Thriller']","['Canada', 'United States of America']",['North America'],9000000,21510851,4.8,119,en
October Baby,2011,['Drama'],['United States of America'],['North America'],0,5355847,6.8,35,en
Eastern Drift,2010,['Drama'],"['France', 'Lithuania', 'Russia']","['Eastern Europe', 'Other', 'Western Europe']",0,0,7.1,4,fr
Shabd,2005,"['Drama', 'Foreign', 'Romance']",['India'],['South Asia'],2500000,3100000,5.0,1,en
Sankofa,1993,['Drama'],"['Burkina Faso', 'Germany', 'Ghana', 'United Kingdom', 'United States of America']","['North America', 'Other', 'Western Europe']",1000000,2691899,6.9,5,en
In Search of Blind Joe Death: The Saga of John Fahey,2013,"['Documentary', 'History']",['Canada'],['North America'],0,0,5.0,1,en
FC Venus,2005,"['Comedy', 'Romance']",['Finland'],['Northern Europe'],2196531,2411594,5.6,10,fi
The Corridor,1994,['Drama'],"['Germany', 'Lithuania']","['Other', 'Western Europe']",0,0,4.8,5,lt
Once Upon a Time in Mumbaai,2010,"['Drama', 'Thriller', 'Crime']",['India'],['South Asia'],10,0,6.8,21,en
A Year Along the Abandoned Road,1991,['Documentary'],['Norway'],['Northern Europe'],0,0,7.8,4,no
Girl on a Bicycle,2013,"['Comedy', 'Romance']","['France', 'Germany', 'United States of America']","['North America', 'Western Europe']",0,0,6.1,19,de
Shaka Zulu: The Last Great Warrior,2005,['Drama'],['United States of America'],['North America'],0,0,5.3,3,en
Avengers Confidential: Black Widow & Punisher,2014,"['Animation', 'Science Fiction', 'Action']",['Japan'],['East Asia'],0,0,5.8,68,ja
Shining Through,1992,"['Drama', 'Romance', 'Thriller']","['United Kingdom', 'United States of America']","['North America', 'Western Europe']",0,21621000,6.2,34,en
Journey to the Sun,1999,['Drama'],"['Turkey', 'Germany', 'Netherlands']","['Western Europe', 'Middle East']",0,0,7.0,5,tr
Colin Quinn: Unconstitutional,2015,['Comedy'],['United States of America'],['North America'],0,0,6.0,2,en
Godzilla vs. SpaceGodzilla,1994,"['Science Fiction', 'Action', 'Adventure', 'Fantasy']",['Japan'],['East Asia'],10300000,0,5.6,28,ja
Nico and Dani,2000,"['Drama', 'Comedy', 'Romance']",['Spain'],['Western Europe'],0,0,5.9,24,ca
Maine Pyaar Kyun Kiya,2005,"['Drama', 'Comedy', 'Romance']",['India'],['South Asia'],0,0,4.4,7,hi
Sonatine,1993,"['Action', 'Crime', 'Thriller']",['Japan'],['East Asia'],0,0,7.3,91,ja
Hill of Freedom,2014,"['Comedy', 'Drama']",['South Korea'],['East Asia'],0,0,7.6,14,ko
The Lovely Bones,2009,"['Fantasy', 'Drama']","['United Kingdom', 'New Zealand', 'United States of America']","['North America', 'Oceania', 'Western Europe']",65000000,93525586,6.6,1101,en
Kung Pow: Enter the Fist,2002,"['Action', 'Comedy']","['Hong Kong', 'United States of America']","['North America', 'East Asia']",0,0,6.0,161,en
Vampires,1998,"['Action', 'Drama', 'Fantasy', 'Horror', 'Thriller']",['United States of America'],['North America'],20000000,0,5.8,262,en
Dunno on the Moon,1997,"['Adventure', 'Animation', 'Comedy']",['Russia'],['Eastern Europe'],0,0,7.0,6,ru
Final Sale,2011,"['Thriller', 'Crime', 'Drama']",['United States of America'],['North America'],0,0,6.3,3,en
Three Days,2001,['Family'],['United States of America'],['North America'],0,0,5.9,4,en
John Tucker Must Die,2006,['Comedy'],"['Canada', 'United States of America']",['North America'],18000000,41009669,5.9,375,en
Ambush,1999,"['Drama', 'War']",['Finland'],['Northern Europe'],0,0,6.3,13,fi
Zatoichi,2003,"['Adventure', 'Drama', 'Action']",['Japan'],['East Asia'],0,0,7.3,236,ja
Presumed Guilty,2011,"['Drama', 'Crime']","['France', 'Belgium']",['Western Europe'],6965576,0,7.1,32,en
Divine Trash,1998,['Documentary'],['United States of America'],['North America'],0,39842,7.4,13,en
Amityville: Dollhouse,1996,['Horror'],['United States of America'],['North America'],0,0,3.5,17,en
Outrage,2003,"['Drama', 'Thriller']",['Canada'],['North America'],0,0,5.0,2,en
The Wog Boy,2000,['Comedy'],['Australia'],['Oceania'],0,0,6.2,5,en
Offender,2012,['Thriller'],['United Kingdom'],['Western Europe'],2000000,0,5.5,16,en
The Candidate,2008,['Thriller'],['Denmark'],['Northern Europe'],0,0,5.4,12,da
Aligarh,2016,['Drama'],['India'],['South Asia'],0,0,7.3,9,hi
The Scorpion King,2002,"['Action', 'Fantasy', 'Adventure']","['United States of America', 'Germany', 'Belgium']","['North America', 'Western Europe']",60000000,165333180,5.3,802,en
Shun Li and the Poet,2011,"['Drama', 'Foreign']",['Italy'],['Western Europe'],0,0,6.7,18,it
Buddha in a Traffic Jam,2016,"['Thriller', 'Crime']",['India'],['South Asia'],0,0,5.0,1,hi
TerrorStorm: A History of Government-Sponsored Terrorism,2006,['Documentary'],['United States of America'],['North America'],0,0,6.2,8,en
Backdraft,1991,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",['United States of America'],['North America'],75000000,152368585,6.4,360,en
Heist,2001,"['Action', 'Crime', 'Drama', 'Thriller']",['United States of America'],['North America'],35000000,0,6.3,138,en
Dave Chappelle: The Age of Spin,2017,['Comedy'],['United States of America'],['North America'],0,0,7.6,43,en
Children of the Dark,2008,['Drama'],['Japan'],['East Asia'],0,0,7.0,3,en
To the Arctic,2012,['Documentary'],['United States of America'],['North America'],0,0,5.7,7,en
Jim Gaffigan: Cinco,2017,['Comedy'],['United States of America'],['North America'],0,0,7.6,17,en
I Declare War,2013,"['Action', 'Comedy', 'Drama']",['Canada'],['North America'],0,0,6.1,28,en
Dana Gould: Let Me Put My Thoughts in You,2009,['Comedy'],['United States of America'],['North America'],0,0,7.0,1,en
Flight 7500,2014,"['Thriller', 'Horror', 'Mystery']","['Japan', 'United States of America']","['North America', 'East Asia']",0,0,4.3,208,en
I Knew It Was You: Rediscovering John Cazale,2009,['Documentary'],['United States of America'],['North America'],0,0,7.4,17,en
Done the Impossible,2006,['Documentary'],['United States of America'],['North America'],0,0,6.8,7,en
Skinwalkers,2006,"['Fantasy', 'Action', 'Horror']","['Germany', 'United States of America', 'Canada']","['North America', 'Western Europe']",0,0,4.5,76,en
Dare to Be Wild,2015,['Drama'],['Ireland'],['Other'],0,0,5.3,3,en
The Day Will Come,2016,['Drama'],['Denmark'],['Northern Europe'],4750000,0,8.2,15,da
Wildflower,2016,"['Thriller', 'Drama']",['United States of America'],['North America'],0,0,5.8,9,en
Moms on Strike,2002,"['TV Movie', 'Comedy']",['United States of America'],['North America'],0,0,0.0,0,en
Game Change,2012,"['TV Movie', 'Drama', 'History']",['United States of America'],['North America'],0,0,6.4,98,en
Romy and Michele: In the Beginning,2005,['Comedy'],['United States of America'],['North America'],0,0,4.0,6,en
47 Ronin,1994,"['Action', 'Drama', 'Foreign']",['Japan'],['East Asia'],0,0,8.0,3,ja
Leo's Room,2010,['Drama'],"['Argentina', 'Uruguay']","['Latin America', 'Other']",0,0,7.3,15,es
The Paper,1994,"['Comedy', 'Drama']",['United States of America'],['North America'],6000000,0,6.1,40,en
Salt of This Sea,2008,"['Drama', 'Romance']","['Palestinian Territory', 'Belgium', 'France', 'Spain', 'Switzerland']","['Other', 'Western Europe']",0,0,6.7,5,en
Waitress,2007,['Comedy'],['United States of America'],['North America'],2000000,22179430,6.6,132,en
Dead or Alive: Final,2002,"['Action', 'Comedy', 'Family', 'Foreign', 'Science Fiction']",['Japan'],['East Asia'],0,0,5.3,18,ja
O.J.: Made in America,2016,['Documentary'],['United States of America'],['North America'],0,0,8.5,73,en
The Stranger,1991,['Drama'],"['India', 'France']","['South Asia', 'Western Europe']",0,0,8.0,4,bn
The Whole Truth,2016,"['Drama', 'Thriller']",['United States of America'],['North America'],0,0,6.3,202,en
Piranha Sharks,2015,"['Horror', 'Comedy']",['United States of America'],['North America'],0,0,5.0,4,en
Ninja Bachelor Party,1991,['Comedy'],['United States of America'],['North America'],0,0,6.0,3,en
Avalon,2011,"['Drama', 'Thriller']",['Sweden'],['Northern Europe'],0,0,5.6,6,sv
Dil Se..,1998,"['Drama', 'Romance']",['India'],['South Asia'],5200000,13000000,6.7,29,hi
Armour of God II: Operation Condor,1991,"['Action', 'Adventure', 'Crime', 'Thriller']",['Hong Kong'],['East Asia'],0,0,7.0,109,cn
The Old Fairy Tale: When the Sun Was God,2003,"['Drama', 'Fantasy']",['Poland'],['Eastern Europe'],0,0,5.5,8,pl
Blind Mountain,2007,['Drama'],['China'],['East Asia'],0,0,7.4,11,zh
Margaret,2011,['Drama'],['United States of America'],['North America'],14000000,46495,6.1,86,en
I've Been Waiting for You,1998,"['Thriller', 'Horror']",['United States of America'],['North America'],0,0,4.9,7,en
Fool's Gold,2008,"['Romance', 'Comedy', 'Adventure']",['United States of America'],['North America'],70000000,111231041,5.4,454,en
Passion of Mind,2000,"['Drama', 'Romance']",['United States of America'],['North America'],0,0,5.8,6,en
Stigmata,1999,['Horror'],['United States of America'],['North America'],29000000,50041732,6.0,248,en
The Sixth Sense,1999,"['Mystery', 'Thriller', 'Drama']",['United States of America'],['North America'],40000000,672806292,7.7,3223,en
17 Girls,2011,['Drama'],['France'],['Western Europe'],4141459,201607,5.6,103,fr
Rubberneck,2013,['Thriller'],['United States of America'],['North America'],0,0,5.5,6,en
Mais Uma Vez Amor,2005,"['Comedy', 'Romance']",['Brazil'],['Latin America'],0,0,0.0,0,pt
Samaritan Girl,2004,['Drama'],['South Korea'],['East Asia'],1000000,0,6.9,54,ko
The Strange Little Cat,2013,"['Comedy', 'Drama', 'Family']",['Germany'],['Western Europe'],0,0,7.2,9,de
The End,2012,"['Drama', 'Thriller']",['Spain'],['Western Europe'],0,0,4.6,43,es
Scott Walker: 30 Century Man,2006,"['Documentary', 'Music']","['France', 'United Kingdom', 'United States of America']","['North America', 'Western Europe']",0,0,7.0,8,en
Blood Ties,2013,"['Thriller', 'Crime', 'Drama']","['France', 'United States of America']","['North America', 'Western Europe']",25500000,2415472,6.0,175,en
The Goebbels Experiment,2005,"['Documentary', 'Foreign']",['Germany'],['Western Europe'],0,0,6.1,5,de
Concussion,2013,['Drama'],['United States of America'],['North America'],0,0,5.1,31,en
The Small Town,1997,"['Action', 'Crime', 'Drama', 'Romance', 'Thriller']",['Turkey'],['Middle East'],0,0,6.4,8,tr
Face,2009,"['Comedy', 'Drama']","['France', 'Belgium', 'Netherlands', 'Taiwan']","['East Asia', 'Western Europe']",0,0,7.5,4,fr
Flirt,1995,"['Drama', 'Romance']","['Germany', 'Japan', 'United States of America']","['North America', 'East Asia', 'Western Europe']",0,0,7.5,4,en
Ju-on: White Ghost,2009,['Horror'],['Japan'],['East Asia'],0,0,6.0,27,ja
