title,release_year,genres,production_countries,region_tags,budget,revenue,vote_average,vote_count,original_language
The Guest,2014,"['Mystery', 'Thriller', 'Action']",['United States of America'],['North America'],5000000,2367161,6.5,661,en
Leprechaun: Origins,2014,['Horror'],['United States of America'],['North America'],0,0,3.8,59,en
To Be Takei,2014,['Documentary'],['United States of America'],['North America'],0,0,6.9,25,en
Captive Heart: The James Mink Story,1996,['Drama'],"['Canada', 'United States of America']",['North America'],0,0,0,0,en
Angry Video Game Nerd: The Movie,2014,"['Science Fiction', 'Adventure', 'Comedy']",['United States of America'],['North America'],325927,0,5.6,45,en
Vinyl,2000,['Documentary'],['Canada'],['North America'],0,0,7,4,en
Nixon by Nixon: In His Own Words,2014,['Documentary'],['United States of America'],['North America'],0,0,6.5,4,en
2081,2009,"['Action', 'Science Fiction', 'Thriller']",['United States of America'],['North America'],0,0,7.2,20,en
Care Bears To the Rescue,2010,"['Adventure', 'Animation', 'Comedy', 'Family']",['United States of America'],['North America'],0,0,6,1,en
Return to Homs,2013,['Documentary'],"['Germany', 'Syrian Arab Republic']","['Other', 'Western Europe']",0,0,7.4,7,en
Before I Go to Sleep,2014,"['Mystery', 'Thriller']","['France', 'Sweden', 'United Kingdom']","['Northern Europe', 'Western Europe']",22000000,15447154,6.2,672,en
Atlas Shrugged Part III: Who is John Galt?,2014,"['Drama', 'Science Fiction', 'Mystery']",['United States of America'],['North America'],5000000,846704,3.9,15,en
Pride,2014,"['Drama', 'Comedy']",['United Kingdom'],['Western Europe'],0,7523634,7.7,457,en
Into the Storm,2014,"['Action', 'Thriller']",['United States of America'],['North America'],50000000,160602194,5.8,829,en
The Calling,2014,['Thriller'],"['Canada', 'United States of America']",['North America'],0,0,5.6,89,en
Aftermath,2012,"['Thriller', 'Drama']",['United States of America'],['North America'],0,0,4.3,19,en
Third Person,2013,"['Drama', 'Romance']","['Belgium', 'Germany', 'United Kingdom', 'United States of America']","['North America', 'Western Europe']",28000000,1749201,5.8,218,en
Honeymoon,2014,['Horror'],['United States of America'],['North America'],1000000,9318,5.4,261,en
God's Pocket,2014,['Drama'],['United States of America'],['North America'],0,169976,5.7,67,en
The Drop,2014,"['Drama', 'Crime']",['United States of America'],['North America'],12600000,19054534,6.7,859,en
The Motel Life,2012,"['Drama', 'Mystery', 'Thriller']",['United States of America'],['North America'],0,0,5.7,22,en
"20,000 Days on Earth",2014,"['Documentary', 'Drama', 'Music']",['United Kingdom'],['Western Europe'],0,0,7,73,en
Captivated: The Trials of Pamela Smart,2014,['Documentary'],['United States of America'],['North America'],0,0,6.4,8,en
The Skeleton Twins,2014,['Drama'],['United States of America'],['North America'],0,5284309,6.7,294,en
Saint Seiya: Legend of Sanctuary,2014,"['Action', 'Animation', 'Fantasy']",['Japan'],['East Asia'],0,0,5,162,ja
Camel Spiders,2011,"['Horror', 'Science Fiction']",['United States of America'],['North America'],500000,0,3.5,12,en
Very Ordinary Couple,2013,"['Comedy', 'Drama', 'Romance']",['South Korea'],['East Asia'],0,0,5.4,12,en
Beautiful Losers,2008,['Documentary'],['United States of America'],['North America'],0,56386,6.8,11,en
"20,000 Leagues Under the Sea",1997,"['Adventure', 'Action', 'Science Fiction']",['United States of America'],['North America'],0,0,6.3,3,en
Aftermath: Population Zero,2008,"['Documentary', 'Science Fiction']",['United States of America'],['North America'],0,0,6.7,11,en
Grassroots,2012,"['Comedy', 'Drama']",['United States of America'],['North America'],0,0,5.1,7,en
Tattoo Nation,2013,['Documentary'],['United States of America'],['North America'],0,0,6.8,5,en
American Dreams in China,2013,['Drama'],['China'],['East Asia'],0,88000000,6.7,62,zh
The Maze Runner,2014,"['Action', 'Mystery', 'Science Fiction', 'Thriller']",['United States of America'],['North America'],34000000,348319861,7,5540,en
No Good Deed,2014,"['Crime', 'Thriller']",['United States of America'],['North America'],13200000,53830415,5.6,182,en
Camp X-Ray,2014,['Drama'],['United States of America'],['North America'],1000000,59744,6.7,395,en
Below Sea Level,2008,['Documentary'],"['Italy', 'United States of America']","['North America', 'Western Europe']",0,0,6.5,2,it
Noam Chomsky: Distorted Morality,2003,['Documentary'],['United States of America'],['North America'],0,0,5.3,3,en
Target,2011,"['Fantasy', 'Drama']",['Russia'],['Eastern Europe'],0,73000,6.4,5,ru
The Obama Deception,2009,['Documentary'],['United States of America'],['North America'],0,0,6.8,12,en
Homevideo,2011,['Drama'],['Germany'],['Western Europe'],0,0,6.8,13,de
Aladin,2008,"['Animation', 'Family']",['Germany'],['Western Europe'],0,0,5.5,7,de
Sharknado 2: The Second One,2014,"['Thriller', 'Horror', 'Science Fiction']",['United States of America'],['North America'],0,0,4.5,192,en
The Riot Club,2014,"['Drama', 'Thriller']",['United Kingdom'],['Western Europe'],0,2146041,5.9,378,en
A Walk Among the Tombstones,2014,"['Crime', 'Drama', 'Mystery', 'Thriller']",['United States of America'],['North America'],28000000,53181600,6.2,1145,en
The Galapagos Affair: Satan Came to Eden,2014,"['Documentary', 'Mystery', 'History', 'Crime']","['Norway', 'United States of America', 'Ecuador', 'Germany']","['North America', 'Other', 'Northern Europe', 'Western Europe']",0,0,7.3,8,en
My Old Lady,2014,"['Romance', 'Comedy', 'Drama']","['France', 'United Kingdom', 'United States of America']","['North America', 'Western Europe']",5000000,7527232,6.1,100,en
1971,2014,"['Documentary', 'History']",['United States of America'],['North America'],0,0,7.7,3,en
The Other One,2014,"['Drama', 'Horror', 'Mystery', 'Thriller']",['United States of America'],['North America'],0,0,0,0,en
Affluenza,2014,"['Drama', 'Romance']",['United States of America'],['North America'],0,0,4.4,7,en
Laggies,2014,"['Comedy', 'Romance']",['United States of America'],['North America'],0,1066981,6.1,432,en
Bethlehem,2013,"['Drama', 'Thriller']","['Belgium', 'Germany', 'Israel']","['Western Europe', 'Middle East']",0,0,5.5,15,he
God Help the Girl,2014,"['Comedy', 'Drama', 'Music']",['United Kingdom'],['Western Europe'],0,0,6.8,98,en
Misconception,2014,['Documentary'],['United States of America'],['North America'],0,0,0,0,en
What We Did on Our Holiday,2014,['Comedy'],['United Kingdom'],['Western Europe'],0,1289998,6.7,179,en
Fall of the Republic: The Presidency of Barack H. Obama,2009,['Documentary'],['United States of America'],['North America'],200000,0,6.4,7,en
Dead Within,2014,"['Drama', 'Horror', 'Thriller']",['United States of America'],['North America'],0,0,4.4,14,en
Free Range/Ballad on Approving of the World,2013,['Drama'],['Estonia'],['Other'],0,0,5.3,4,en
Force Majeure,2014,"['Comedy', 'Drama']","['Norway', 'Sweden', 'France']","['Northern Europe', 'Western Europe']",0,1359497,6.8,255,sv
Beste Zeit,2008,"['Drama', 'Action', 'Thriller']",['Germany'],['Western Europe'],0,0,6.5,5,de
The Pearl Color,2009,['Drama'],['Germany'],['Western Europe'],0,0,8.5,2,de
My Life in Orange,2011,['Comedy'],['Germany'],['Western Europe'],0,0,4.2,10,de
Wer's glaubt wird selig,2012,['Comedy'],['Germany'],['Western Europe'],0,0,6.2,9,de
Brother's War,2009,"['Action', 'Drama']",['United States of America'],['North America'],0,0,3.7,7,en
CBGB,2013,"['Drama', 'Music']",['United States of America'],['North America'],5000000,40400,6.5,45,en
Cement,2000,"['Drama', 'Crime']",['United States of America'],['North America'],0,0,0,0,es
The Homesman,2014,"['Western', 'Drama']","['France', 'United States of America']","['North America', 'Western Europe']",16000000,3442853,6.4,262,en
Center Stage,1991,"['Drama', 'Romance']","['Hong Kong', 'United States of America']","['North America', 'East Asia']",0,0,6.7,15,cn
Cesar Chavez,2014,['Drama'],"['Mexico', 'United States of America']","['North America', 'Latin America']",10000000,0,6.1,20,en
Trailer Park Boys: Don't Legalize It,2014,['Comedy'],['Canada'],['North America'],0,0,6.6,28,en
The Uncertainty Principle,2002,['Drama'],"['France', 'Portugal']","['Other', 'Western Europe']",0,0,4.3,2,pt
The World of Kanako,2014,"['Mystery', 'Drama', 'Crime', 'Horror']",['Japan'],['East Asia'],0,0,6.5,46,ja
The November Man,2014,"['Crime', 'Action', 'Thriller']","['United Kingdom', 'United States of America']","['North America', 'Western Europe']",15000000,32556119,6,645,en
My Girlfriend Is an Agent,2009,"['Comedy', 'Action']",['South Korea'],['East Asia'],0,0,6.3,26,ko
White Bird in a Blizzard,2014,"['Thriller', 'Drama']","['United States of America', 'France']","['North America', 'Western Europe']",0,33821,6.1,289,en
Chain of Command,1994,"['Action', 'Thriller']",['United States of America'],['North America'],0,0,6.3,4,en
"Electric Boogaloo: The Wild, Untold Story of Cannon Films",2014,['Documentary'],"['Australia', 'Israel', 'United Kingdom', 'United States of America']","['North America', 'Western Europe', 'Oceania', 'Middle East']",0,0,7.5,45,en
Not Cool,2014,['Comedy'],['United States of America'],['North America'],0,0,3.7,25,en
Who Am I,2014,['Thriller'],"['Germany', 'South Korea']","['East Asia', 'Western Europe']",0,0,7.6,430,de
Wer,2013,"['Horror', 'Mystery', 'Thriller']",['Romania'],['Eastern Europe'],0,0,5.7,96,en
Gang Tapes,2001,['Drama'],['United States of America'],['North America'],0,0,6.1,7,en
Corpo celeste,2011,['Drama'],"['France', 'Italy', 'Switzerland']",['Western Europe'],0,0,7.7,6,it
When Animals Dream,2014,"['Mystery', 'Drama', 'Horror']",['Denmark'],['Northern Europe'],3000000,0,6.1,44,da
The Boxtrolls,2014,"['Animation', 'Comedy', 'Family', 'Fantasy']",['United States of America'],['North America'],60000000,108255770,6.6,689,en
The Tale of the Princess Kaguya,2013,"['Animation', 'Drama', 'Fantasy']",['Japan'],['East Asia'],49300000,24186232,8,350,ja
Forbidden City Cop,1996,"['Action', 'Adventure', 'Comedy']",['Hong Kong'],['East Asia'],0,0,7.3,23,cn
The Girl on the Train,2014,['Thriller'],['United States of America'],['North America'],0,0,4.8,13,en
Double Play: James Benning and Richard Linklater,2013,['Documentary'],"['France', 'Portugal', 'United States of America']","['North America', 'Other', 'Western Europe']",0,0,6.5,2,en
Looking for Maria Sanchez,2013,"['Romance', 'Comedy']",['Puerto Rico'],['Other'],0,0,10,1,es
The Empty Hours,2013,"['Romance', 'Drama']","['Mexico', 'France', 'Spain']","['Latin America', 'Western Europe']",0,0,6.9,7,es
This Is Where I Leave You,2014,"['Drama', 'Comedy']",['United States of America'],['North America'],19800000,41296320,6.5,512,en
The 50 Worst Movies Ever Made,2004,['Documentary'],['United States of America'],['North America'],0,0,5.6,10,en
MURPH: The Protector,2013,['Documentary'],['United States of America'],['North America'],0,0,6.1,8,en
Alice,2005,"['Drama', 'Romance']",['Portugal'],['Other'],0,0,6.8,10,pt
Hur som helst är han jävligt död,2000,['Comedy'],['Sweden'],['Northern Europe'],0,0,0,0,sv
The Look of Silence,2014,"['History', 'Documentary']","['Denmark', 'Finland', 'France', 'Germany', 'Indonesia', 'Israel', 'Netherlands', 'Norway', 'United Kingdom', 'United States of America']","['Northern Europe', 'Western Europe', 'Middle East', 'North America', 'Southeast Asia']",0,332710,8,75,en
51,2011,"['Science Fiction', 'Horror']",['United States of America'],['North America'],1000000,0,4.5,41,en
The Case of the Grinning Cat,2004,['Documentary'],['France'],['Western Europe'],0,0,7.7,3,en
Cabin Fever: Patient Zero,2014,['Horror'],['United States of America'],['North America'],0,0,4.7,88,en
American Sniper,2014,"['War', 'Action']",['United States of America'],['North America'],58800000,542307423,7.4,4600,en
Fort Bliss,2014,"['War', 'Drama']","['United States of America', 'Turkey']","['North America', 'Middle East']",0,0,6.3,29,en
Tusk,2014,"['Comedy', 'Horror']",['United States of America'],['North America'],2800000,1826705,5.1,374,en
Protektor,2009,"['Drama', 'Foreign']",['Czech Republic'],['Eastern Europe'],0,0,5.1,5,en
Hector and the Search for Happiness,2014,"['Adventure', 'Drama', 'Comedy']","['United Kingdom', 'South Africa', 'Germany', 'Canada']","['Africa', 'North America', 'Western Europe']",0,1124445,6.9,317,en
Rigor Mortis,2013,"['Horror', 'Action', 'Drama']",['Hong Kong'],['East Asia'],0,7865,6.2,57,cn
The Dinner,1998,"['Drama', 'Comedy']","['France', 'Italy']",['Western Europe'],0,0,7.1,4,it
Unfair Competition,2001,"['War', 'Drama']",['Italy'],['Western Europe'],0,0,7.7,6,it
The Overnighters,2014,"['Drama', 'Documentary']",['United States of America'],['North America'],0,0,7.3,29,en
The Tribe,2014,"['Drama', 'Crime']","['Netherlands', 'Ukraine']","['Eastern Europe', 'Western Europe']",0,0,6.7,92,uk
Around the Block,2013,['Drama'],"['Australia', 'United States of America']","['North America', 'Oceania']",0,0,5.4,10,en
Space Station 76,2014,"['Drama', 'Comedy', 'Science Fiction']",['United States of America'],['North America'],0,0,4.7,92,en
Horns,2013,"['Thriller', 'Horror', 'Drama', 'Fantasy']","['Canada', 'United States of America']",['North America'],0,0,6.2,878,en
Annabelle,2014,['Horror'],['United States of America'],['North America'],6500000,255273813,5.5,1588,en
American Promise,2013,['Documentary'],['United States of America'],['North America'],0,0,7.5,2,en
Wolf Girl,2001,"['Drama', 'Fantasy', 'Horror']","['Canada', 'Romania']","['North America', 'Eastern Europe']",0,0,4.3,10,en
Open Windows,2014,"['Thriller', 'Action', 'Crime']","['France', 'United States of America', 'Spain']","['North America', 'Western Europe']",0,0,5.1,190,en
Happy Christmas,2014,"['Comedy', 'Drama']",['United States of America'],['North America'],0,0,5.2,60,en
Two Night Stand,2014,"['Romance', 'Comedy']",['United States of America'],['North America'],0,18612,6.3,690,en
Chained Heat 2,1993,"['Crime', 'Drama', 'Thriller']","['Canada', 'Czech Republic']","['North America', 'Eastern Europe']",0,0,3.9,9,en
Time of Eve: The Movie,2010,"['Animation', 'Romance', 'Science Fiction']",['Japan'],['East Asia'],0,0,7.3,24,ja
Dracula Untold,2014,"['Horror', 'Action', 'Drama', 'Fantasy', 'War']",['United States of America'],['North America'],70000000,215529201,6.2,2439,en
Torrente 3 The Protector,2005,"['Comedy', 'Crime']",['Spain'],['Western Europe'],0,0,5.5,37,es
Stretch,2014,"['Action', 'Comedy', 'Thriller']",['United States of America'],['North America'],0,0,6.1,263,en
Automata,2014,"['Thriller', 'Science Fiction']",['Spain'],['Western Europe'],7000000,0,5.6,677,en
The Prince,2014,"['Thriller', 'Action']",['United States of America'],['North America'],18000000,266586800,4.6,218,en
As I Lay Dying,2013,['Drama'],['United States of America'],['North America'],0,0,5.8,25,en
The Adventurer: The Curse of the Midas Box,2013,"['Fantasy', 'Adventure', 'Family']","['Belgium', 'United Kingdom', 'Spain']",['Western Europe'],25000000,6399,5.1,74,en
Entity,2012,"['Horror', 'Thriller']",['United Kingdom'],['Western Europe'],0,0,4.3,11,en
Legendary,2010,['Drama'],['United States of America'],['North America'],0,0,6.7,28,en
The Entitled,2011,['Thriller'],['Canada'],['North America'],0,0,5.9,40,en
The Magic of Ordinary Days,2005,"['Drama', 'Romance']",['United States of America'],['North America'],0,0,6.2,9,en
Ratko: The Dictator's Son,2009,['Comedy'],['United States of America'],['North America'],0,0,4.5,2,en
The Captive,2014,"['Drama', 'Thriller', 'Crime']",['Canada'],['North America'],0,1075178,5.8,334,en
The Scribbler,2014,['Thriller'],['United States of America'],['North America'],0,0,4.8,62,en
Ilo Ilo,2013,['Drama'],['Singapore'],['Southeast Asia'],0,0,6.6,36,zh
Predestination,2014,"['Science Fiction', 'Thriller']",['Australia'],['Oceania'],5500000,3000000,7.3,1971,en
Jack and the Cuckoo-Clock Heart,2013,"['Animation', 'Romance', 'Adventure', 'Drama', 'Fantasy']","['Belgium', 'France']",['Western Europe'],33,0,6.8,199,fr
Moomins on the Riviera,2014,"['Animation', 'Comedy', 'Family']","['France', 'Finland']","['Northern Europe', 'Western Europe']",4700000,0,5.8,12,fi
Grace Unplugged,2013,"['Drama', 'Music']",['United States of America'],['North America'],0,0,6,24,en
No Time for Nuts,2006,"['Adventure', 'Animation', 'Family']",['United States of America'],['North America'],0,0,7.2,45,en
Justin and the Knights of Valour,2013,"['Animation', 'Adventure']",['Spain'],['Western Europe'],22000000,0,5.5,93,en
Bad Grandpa .5,2014,['Comedy'],['United States of America'],['North America'],0,0,5.8,90,en
The Lady and the Reaper,2009,"['Animation', 'Comedy']",['Spain'],['Western Europe'],700000,0,6.8,20,en
Ward 13,2003,"['Animation', 'Horror', 'Action', 'Comedy']",['Australia'],['Oceania'],0,0,8.2,5,en
What We Do in the Shadows,2014,"['Comedy', 'Horror']",['New Zealand'],['Oceania'],0,3333000,7.4,779,en
The Dark Horse,2014,['Drama'],['New Zealand'],['Oceania'],0,0,5.4,52,en
Corn Island,2014,['Drama'],"['Switzerland', 'Georgia', 'Czech Republic', 'France', 'Germany', 'Hungary', 'Kazakhstan']","['Eastern Europe', 'Other', 'Western Europe']",0,0,7.6,16,ka
Celine: Through the Eyes of the World,2010,"['Documentary', 'Music']",['Canada'],['North America'],0,0,4.8,3,en
The Newburgh Sting,2014,['Documentary'],['United States of America'],['North America'],0,0,6.5,6,en
RiP!: A Remix Manifesto,2009,['Documentary'],['Canada'],['North America'],0,0,6.7,11,en
The Best of Me,2014,"['Drama', 'Romance']",['United States of America'],['North America'],26000000,35926213,7.2,777,en
John Wick,2014,"['Action', 'Thriller']","['Canada', 'China', 'United States of America']","['North America', 'East Asia']",20000000,88761661,7,5499,en
Plastic,2014,"['Drama', 'Action', 'Comedy', 'Crime']",['United Kingdom'],['Western Europe'],10,0,6.1,86,en
Reclaim,2014,['Thriller'],"['Malaysia', 'United States of America', 'China']","['North America', 'East Asia', 'Southeast Asia']",0,0,4.9,55,en
Good for Nothing,2011,"['Action', 'Adventure', 'Western']",['New Zealand'],['Oceania'],0,0,6.2,7,en
Snakes and Earrings,2008,"['Foreign', 'Romance', 'Thriller']",['Japan'],['East Asia'],0,0,6.6,9,ja
The Judge,2014,['Drama'],['United States of America'],['North America'],50000000,83719388,7.2,1433,en
The Disappearance of Eleanor Rigby: Them,2014,['Drama'],['United States of America'],['North America'],0,985007,6.2,106,en
Love Is Strange,2014,['Drama'],"['Brazil', 'France', 'Greece', 'United States of America']","['North America', 'Latin America', 'Other', 'Western Europe']",0,2262223,6.4,111,en
The Culture High,2014,['Documentary'],"['Spain', 'United Kingdom', 'United States of America', 'Canada']","['North America', 'Western Europe']",0,0,6.9,16,en
Recipe for Love,2014,"['TV Movie', 'Drama', 'Romance']",['United States of America'],['North America'],0,0,5.7,17,en
Mount Head,2002,['Animation'],['Japan'],['East Asia'],0,0,6.6,9,en
Fury,2014,"['War', 'Drama', 'Action']","['United Kingdom', 'United States of America', 'China']","['North America', 'East Asia', 'Western Europe']",68000000,211817906,7.4,4028,en
My Boyfriends' Dogs,2014,"['Comedy', 'Romance', 'TV Movie']",['United States of America'],['North America'],0,0,6.2,5,en
The Salvation,2014,"['Drama', 'Western']","['Denmark', 'United Kingdom', 'South Africa', 'Sweden', 'Belgium']","['Africa', 'Northern Europe', 'Western Europe']",10500000,42070000,6.2,285,da
Grace of Monaco,2014,"['Romance', 'Drama']","['Belgium', 'France', 'Italy', 'Switzerland', 'United States of America']","['North America', 'Western Europe']",30000000,0,5.8,201,en
Torn,2013,['Drama'],"['Pakistan', 'United States of America']","['North America', 'South Asia']",0,0,0,0,en
St. Vincent,2014,['Comedy'],['United States of America'],['North America'],13000000,54837234,7.1,770,en
Berlin Babylon,2001,['Documentary'],['Germany'],['Western Europe'],0,0,8,1,de
Young Ones,2014,"['Western', 'Action', 'Drama', 'Science Fiction']","['South Africa', 'United States of America', 'Ireland']","['Africa', 'Other', 'North America']",0,0,5.8,109,en
Land Ho!,2014,"['Comedy', 'Adventure']","['United States of America', 'Iceland']","['North America', 'Northern Europe']",0,0,5.8,25,en
The Mine,2013,"['Adventure', 'Horror', 'Mystery', 'Thriller']",['United States of America'],['North America'],0,0,3.7,12,en
Mine Games,2012,['Thriller'],['United States of America'],['North America'],1500000,0,5.3,31,en
Sleeping Beauty,2014,"['Fantasy', 'Adventure']",['United States of America'],['North America'],0,0,4.7,28,en
Stage Fright,2014,['Horror'],['Canada'],['North America'],0,0,5.3,63,en
The Chaperone,2011,"['Comedy', 'Family', 'Action']",['United States of America'],['North America'],0,0,5.4,31,en
The Swan Princess: The Mystery of the Enchanted Kingdom,1998,"['Fantasy', 'Animation', 'Family']",['United States of America'],['North America'],0,0,5.7,88,en
The Wise Kids,2011,['Drama'],['United States of America'],['North America'],0,0,6.4,15,en
Advertising and the End of the World,1998,['Documentary'],['United States of America'],['North America'],0,0,0,0,en
The Chair,2007,"['Horror', 'Thriller']",['Canada'],['North America'],0,0,4,7,en
Jungledyret,1993,"['Animation', 'Family']",['Denmark'],['Northern Europe'],0,0,5.6,7,da
Miss and the Doctors,2013,"['Comedy', 'Drama']",['France'],['Western Europe'],0,0,5,15,fr
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,"['Family', 'Comedy']",['United States of America'],['North America'],28000000,100654149,6.1,502,en
My Brother the Terrorist,2014,['Documentary'],['United Kingdom'],['Western Europe'],0,0,0,0,en
Left Behind,2014,"['Thriller', 'Action', 'Science Fiction']",['United States of America'],['North America'],16000000,19682924,3.7,396,en
My Father And The Man In Black,2013,"['Documentary', 'Music']",['Canada'],['North America'],0,0,7,1,en
Blind,2014,['Drama'],"['Netherlands', 'Norway']","['Northern Europe', 'Western Europe']",0,0,5.9,75,no
10 Minutes,2002,['War'],['Bosnia and Herzegovina'],['Other'],0,0,6.6,7,bs
Motivational Growth,2013,"['Comedy', 'Drama', 'Fantasy']",['United States of America'],['North America'],176199,0,8.5,4,en
Tour de Force,2014,"['Drama', 'Comedy']",['Germany'],['Western Europe'],4000000,0,7.5,31,de
Extraterrestrial,2014,"['Horror', 'Science Fiction']",['Canada'],['North America'],0,0,4.8,183,en
Loner,2008,"['Horror', 'Thriller', 'Foreign']",['South Korea'],['East Asia'],0,0,5,7,ko
Blackbird,2012,['Drama'],['Canada'],['North America'],0,0,6.4,18,en
The Rewrite,2014,"['Romance', 'Comedy']",['United States of America'],['North America'],0,4453524,5.8,192,en
Alien Abduction,2014,"['Horror', 'Science Fiction', 'Thriller']",['United States of America'],['North America'],0,0,4.8,102,en
Why Me?,1990,"['Comedy', 'Action', 'Adventure']",['United States of America'],['North America'],0,0,3,2,en
Ouija,2014,['Horror'],"['Japan', 'United States of America']","['North America', 'East Asia']",5000000,103590271,4.9,1006,en
Stop at Nothing: The Lance Armstrong Story,2014,['Documentary'],['Australia'],['Oceania'],0,0,7,25,en
Leave the World Behind,2014,"['Documentary', 'Music']","['United Kingdom', 'United States of America']","['North America', 'Western Europe']",750000,0,7.3,21,en
A Star for Two,1991,"['Romance', 'Drama']","['Canada', 'France']","['North America', 'Western Europe']",0,0,0,0,es
Films to Keep You Awake: The Baby's Room,2006,"['Horror', 'Mystery', 'Thriller']",['Spain'],['Western Europe'],0,0,6.3,32,es
Hugo the Movie Star,1996,"['Animation', 'Family']",['Denmark'],['Northern Europe'],0,0,4.9,7,da
S.W.A.T.: Firefight,2011,"['Action', 'Crime', 'Thriller']",['United States of America'],['North America'],8000000,0,5.4,77,en
Nightcrawler,2014,"['Crime', 'Drama', 'Thriller']",['United States of America'],['North America'],8500000,38697217,7.6,3475,en
The Condemned,2013,"['Crime', 'Documentary']","['United Kingdom', 'Russia']","['Eastern Europe', 'Western Europe']",0,0,6.3,4,en
Child of God,2014,"['Crime', 'Drama', 'Thriller']",['United States of America'],['North America'],0,0,5.4,37,en
The Seventh Brother,1991,"['Animation', 'Family']","['Hungary', 'United States of America', 'Germany']","['North America', 'Eastern Europe', 'Western Europe']",0,0,5,5,es
Big Hero 6,2014,"['Adventure', 'Family', 'Animation', 'Action', 'Comedy']",['United States of America'],['North America'],165000000,652105443,7.8,6289,en
Disaster L.A.: The Last Zombie Apocalypse Begins Here,2014,"['Action', 'Horror', 'Science Fiction']",['United States of America'],['North America'],0,0,3.6,13,en
Dream Home,2010,['Horror'],['Hong Kong'],['East Asia'],0,0,6.5,47,cn
Marshland,2014,"['Mystery', 'Thriller']",['Spain'],['Western Europe'],4000000,5169755,7.1,255,es
Alone For Christmas,2013,"['Comedy', 'Family']",['United States of America'],['North America'],0,0,3.9,7,en
Archangel,2005,"['Thriller', 'Drama', 'Mystery', 'Crime']",['United Kingdom'],['Western Europe'],0,0,5.2,16,en
The Book of Life,2014,"['Romance', 'Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']","['Mexico', 'United States of America']","['North America', 'Latin America']",50000000,97437106,7.3,778,en
"Love, Rosie",2014,"['Comedy', 'Romance']","['United Kingdom', 'United States of America']","['North America', 'Western Europe']",0,4439431,7.7,1660,en
Young Detective Dee: Rise of the Sea Dragon,2013,"['Action', 'Crime', 'Fantasy', 'Adventure']","['China', 'Hong Kong']",['East Asia'],0,72287783,5.9,70,zh
Hard Sun,2014,"['Romance', 'Drama']",['United States of America'],['North America'],0,0,5,1,en
"Like Sunday, Like Rain",2014,"['Drama', 'Music']",['United States of America'],['North America'],0,28208,7.5,40,en
Time Lapse,2014,"['Thriller', 'Science Fiction']",['United States of America'],['North America'],0,0,6.4,383,en
National Theatre Live: Frankenstein,2011,"['Drama', 'Horror']",['United Kingdom'],['Western Europe'],0,0,8.5,15,en
A Very Social Secretary,2005,"['Drama', 'TV Movie', 'Comedy']",['United Kingdom'],['Western Europe'],0,0,6,2,en
Turning Tide,2013,"['Adventure', 'Drama']",['France'],['Western Europe'],0,0,6.2,67,fr
The Hire: Star,2001,"['Action', 'Comedy', 'Foreign']",['United States of America'],['North America'],0,0,7.2,18,en
TINY: A Story About Living Small,2013,['Documentary'],['United States of America'],['North America'],0,0,6.5,15,en
Ex Machina,2015,"['Drama', 'Science Fiction']",['United Kingdom'],['Western Europe'],15000000,36869414,7.6,4862,en
They Have Escaped,2014,['Drama'],"['Netherlands', 'Finland']","['Northern Europe', 'Western Europe']",1400000,0,6,11,fi
Separation City,2009,"['Romance', 'Comedy']",['New Zealand'],['Oceania'],0,0,5.4,8,en
Strange Invaders,2002,"['Animation', 'Action', 'Comedy', 'Fantasy', 'Science Fiction']",['Canada'],['North America'],0,0,6,3,en
The Bridge,2008,"['TV Movie', 'History', 'War']",['Germany'],['Western Europe'],0,0,4.4,9,de
A Fistful of Fingers,1995,"['Comedy', 'Western']",['United Kingdom'],['Western Europe'],0,0,5.9,6,en
Before I Disappear,2014,['Drama'],"['United Kingdom', 'United States of America']","['North America', 'Western Europe']",0,8251,6.5,66,en
Crimes Against Humanity,2014,['Comedy'],['United States of America'],['North America'],0,0,0,0,en
Mission Congo,2013,['Documentary'],['United States of America'],['North America'],0,0,0,0,en
Beneath,2013,['Horror'],['United States of America'],['North America'],89,0,5.2,61,en
Mr Hublot,2013,"['Animation', 'Comedy', 'Family', 'Fantasy']","['Luxembourg', 'France']","['Other', 'Western Europe']",295000,0,6.8,40,fr
Mr. Turner,2014,"['History', 'Drama']",['United Kingdom'],['Western Europe'],0,5405500,6.3,207,en
Bound by Flesh,2012,['Documentary'],['United States of America'],['North America'],0,0,6,2,en
Copenhagen,2014,"['Adventure', 'Romance', 'Drama']","['Denmark', 'United States of America']","['North America', 'Northern Europe']",0,0,6.6,68,en
Serial Killer Culture,2014,"['History', 'Documentary', 'Crime']",['United States of America'],['North America'],50,0,5,7,en
Charlotte's Web 2: Wilbur's Great Adventure,2003,"['Adventure', 'Animation', 'Drama', 'Family']",['United States of America'],['North America'],0,0,4.6,7,en
Come and Go,2003,"['Comedy', 'Drama']","['Portugal', 'France']","['Other', 'Western Europe']",0,0,7.5,2,pt
Mercy,2014,"['Thriller', 'Horror']",['United States of America'],['North America'],0,0,4.7,81,en
Hawaiian Vacation,2011,"['Animation', 'Family']",['United States of America'],['North America'],0,0,6.9,151,en
Maggie Simpson in The Longest Daycare,2012,"['Animation', 'Comedy']",['United States of America'],['North America'],0,0,6.8,87,en
Small Fry,2011,"['Animation', 'Family']",['United States of America'],['North America'],0,0,6.8,118,en
